1.060514095808700485e+00,-1.082106222838572288e-02,-2.392275591304220562e-03,2.374578182987422976e-03
-1.742814518224772291e-02,-2.861089953791258814e-02,2.273779350316461247e-03,1.092395089653420914e+00
1.065910343830893892e+00,-8.754658337243348409e-02,-5.370186824172840795e-02,-2.618993867811426554e-02
1.127953611982678073e+00,-4.751569344937554840e-02,9.999203352488392552e-03,1.231812705556714974e-02
-3.012951162029215910e-02,-9.950956456051741894e-02,-6.747556999966584923e-02,1.067412770903694685e+00
-1.990938660725019224e-02,-6.863852663761570161e-02,-1.592502732879871180e-02,1.040465088576865815e+00
2.168655685756890744e-02,-4.353105790518149026e-02,-3.597946134370421517e-02,1.135887204667356043e+00
-3.026830851708565973e-02,-3.681934375333082571e-02,-5.706527926630988734e-02,1.043578543306672213e+00
1.076677041565187842e+00,-2.200933290219735800e-02,-2.854112704279069060e-02,-7.632130499060571505e-04
-2.580038692127140099e-02,-5.274639000117795073e-02,-2.180007560658925314e-02,1.128276984349306789e+00
-1.945366687996062313e-02,-3.409739666130102292e-02,-6.271964355652101183e-03,1.092411902228322518e+00
-1.293924327129588464e-02,-8.727690141727663387e-02,-1.098683316139195329e-02,1.095412063652738244e+00
1.056783117048613052e+00,-5.036662127132442157e-02,-3.586222729344746424e-02,-6.105699323308507592e-03
-2.399101901782060148e-02,-5.773601217526840024e-02,-7.299897161479490006e-04,1.045133800479272956e+00
1.062147565506777802e+00,-4.693276905057544232e-03,-9.747598340262501881e-03,1.067271560460733223e-02
-2.862524698845372861e-02,-7.370983019347956966e-02,-2.793582556787453305e-02,9.868562610621011144e-01
-7.937670647991619532e-03,3.591196187779080104e-04,1.035795006181648194e-02,1.078334513718817167e+00
-1.435342802506729860e-02,3.973643795272339962e-03,-4.063573229469882170e-02,1.055031228965672474e+00
-6.639643924678164527e-04,-2.190299835929041677e-02,-5.492253478584665366e-02,1.032284642287521814e+00
1.249229982336187011e-02,-1.956090807797067344e-02,-3.054714349488380637e-02,1.004136422816021224e+00
-1.973959719606825994e-02,-6.083356180209142927e-02,-2.910437138434845278e-02,1.083404844029965730e+00
-1.158552258753374475e-02,-2.673091594298301378e-03,-2.796322935585213165e-02,1.052366355787397900e+00
-1.545949112464446717e-02,-5.401160164828568144e-02,-5.056340013075862755e-02,1.034989084729399433e+00
-2.257617922230664015e-02,-3.922185252147910965e-03,1.461279540350834613e-02,1.010221826906718245e+00
1.109914552790718156e+00,-1.102309701608082809e-01,-1.140920760328327163e-02,-3.076351187318431338e-03
1.104226928540289698e+00,-4.778769918949912765e-02,-3.432548309518257401e-02,-1.030730359725894052e-02
1.131404566177071525e+00,-2.596247381737152790e-02,-4.704606711896839460e-02,-4.727916119350405837e-04
1.114417823074008274e+00,-4.671309445011537220e-02,-9.205279529336750019e-03,2.569913052105536524e-03
1.138399942770923490e+00,-3.324301891259701797e-02,-2.756306498945976236e-02,-2.228214902945447641e-03
1.153644495385165225e+00,-2.219951739022250903e-02,-3.243075641109524621e-02,3.718280966882456500e-03
