-5.211275524803810733e+00,-8.004170371883516211e+00,-5.384883037024339458e+00,-4.464258177671841743e+00
-5.939927182025802388e+00,-6.993087207254617965e+00,-4.721894409708628615e+00,-4.459028175842969510e+00
-5.219808219720897036e+00,-6.752291350968300243e+00,-4.787208487391373168e+00,-4.440760402108872462e+00
-6.009859081817937820e+00,-9.938015964812169756e+00,-5.428693871538071036e+00,-4.492205139862366359e+00
-6.700188796610289543e+00,-7.104453270631323925e+00,-4.703003620513411143e+00,-4.487361706244399784e+00
-4.651140618139674388e+00,-8.764415362745442195e+00,-5.029437340377640453e+00,-4.420027342648426227e+00
-6.347706733852721328e+00,-5.959956097491203586e+00,-5.418908797672839839e+00,-4.509118870083033137e+00
-5.310806161950303306e+00,-6.009894939166839478e+00,-6.121627624163916259e+00,-4.435219237631646827e+00
-5.219047695805588027e+00,-7.881192103751270217e+00,-4.739171610128456891e+00,-4.453363379838727987e+00
-6.167369814298368169e+00,-9.938702747677062632e+00,-4.945145198839222545e+00,-4.419427802712556641e+00
-5.278635396016195358e+00,-6.329566234208078512e+00,-5.271881019890572340e+00,-4.433158784370172079e+00
-4.684525022185950682e+00,-9.839598774144096893e+00,-4.591668211645152375e+00,-4.467939547918739152e+00
-5.254920779966434807e+00,-9.556677296930878640e+00,-5.350403832953315231e+00,-4.411822340118266794e+00
-4.957443797648171113e+00,-1.093060651840865916e+01,-4.817268228364409488e+00,-4.423735336646021032e+00
-4.706152110627553675e+00,-6.685239554720703303e+00,-4.669343345185422045e+00,-4.413992473458175247e+00
-5.309838361581634025e+00,-9.187017220411071605e+00,-5.204672245632955274e+00,-4.493950157462562878e+00
-6.057787729309747071e+00,-8.714294656329276023e+00,-5.117230961609780415e+00,-4.456051129829115887e+00
-6.620529952336272395e+00,-7.457282732240373413e+00,-5.269846544149435985e+00,-4.448157916609739360e+00
-5.158168735796355264e+00,-6.900849479747034110e+00,-5.310793735504355517e+00,-4.422133255224585113e+00
-5.641993923316690918e+00,-7.902723945941879435e+00,-5.401936653021492063e+00,-4.473932869688708180e+00
-4.998947166251012320e+00,-1.030883653834658276e+01,-5.153970035444410236e+00,-4.415250665532196805e+00
-5.213260608550261743e+00,-9.144439835712660170e+00,-5.094289327064116080e+00,-4.443092374813301326e+00
-5.088226363600553803e+00,-6.409819762514209707e+00,-4.964567555195884552e+00,-4.602803082204586893e+00
-5.584697642163472864e+00,-9.169795605037705855e+00,-5.407165770736513721e+00,-4.457497712352775920e+00
-4.893614632126196184e+00,-5.152482045347468897e+00,-5.537790768206535041e+00,-4.466646857924224889e+00
-5.160240244598485404e+00,-9.327651517701337269e+00,-4.939580088269273084e+00,-4.503428534790087312e+00
-5.868198806165468184e+00,-4.796851743931094703e+00,-5.042570681932964760e+00,-4.522406220856921344e+00
-5.288735116367188738e+00,-9.013290225693220137e+00,-5.128499449467375904e+00,-4.507031355461052158e+00
-7.067156508923059022e+00,-5.657146149075222397e+00,-5.100929648658980575e+00,-4.423233480068624601e+00
-5.423065183384199628e+00,-6.213204745160521902e+00,-4.738752870611776302e+00,-4.445276270663677920e+00
-5.674146640746842607e+00,-5.967756452267434675e+00,-4.784275068381858453e+00,-4.524538052941884381e+00
-5.934685153706868554e+00,-6.700339109489745759e+00,-5.450430739994883922e+00,-4.487435620457332242e+00
-5.088407071660611791e+00,-8.579316510118031758e+00,-4.921138623000578249e+00,-4.411010894420533290e+00
-5.111029908863082838e+00,-7.247777176785636044e+00,-5.007512536542414239e+00,-4.439093153069436859e+00
-4.811774334722755952e+00,-6.969054688288192523e+00,-4.445918344659432364e+00,-4.646851483599814259e+00
-5.355046653499925036e+00,-5.898029611869273658e+00,-5.104470921875974732e+00,-4.424726067175264177e+00
-5.728597334763382065e+00,-7.926225077358443727e+00,-5.447777411234525857e+00,-4.514076316901658892e+00
-5.226504645052728826e+00,-5.749115746289007234e+00,-5.233191501981070637e+00,-4.448928991080068229e+00
-5.250570440876159317e+00,-9.400599302438825688e+00,-5.167848051920575614e+00,-4.430831319344730623e+00
-6.040459075803721767e+00,-8.855430883034422607e+00,-5.520540677972258337e+00,-4.425360311820614179e+00
-5.538934655516252192e+00,-6.022224714882856489e+00,-4.635685753918758145e+00,-4.476769947646561221e+00
